<Trait>	PC1	PC2	PC3	PC4
VA22	-16.0952854063033	-31.0809103084204	-5.36082227538728	-8.70300442337198
VA26	-7.86972985975179	-14.0129424801857	-5.51294770551212	-19.6703510304618
VA35	-35.6494111547116	-34.3573663959661	-13.1581044940061	-6.17875419517528
VA59	29.6904783318051	-0.40356741181942	-5.12043798688878	-7.08492970220473
VA85	-18.7370472004707	-22.5428097490423	-20.5088436031433	0.592360738488244
VA99	-26.4996034733843	-13.6540873809781	-25.0557239019233	-21.4383022867136
VAW6	10.7299726891741	-4.97777790505493	8.00587012060425	5.30727067991914
W117HT	5.62620544753906	-12.1158066160137	-1.49651228977494	-19.8987352389976
W153R	-26.0046476865668	-23.4408450787206	-5.56715202362923	-1.18743398817315
W182B	6.98879569827901	-4.63443672735074	-14.2724390494239	-17.978424530247
W22	3.48492427161013	-6.36956931827411	-21.3518591689093	-11.8546111722271
W64A	-48.4409992021777	-32.1377321850829	-5.80147344395045	-11.1521393464595
WF9	12.570897861653	-2.55395945908226	4.16719038755683	-8.60504041469272
WIL500	17.0688578463618	6.01146298808769	-7.53763552151775	2.16624456561653
YU796_NS	35.6947762696004	-1.63891364037163	-13.8744406861462	-5.21292161573583
ZS01250	14.0380981532219	-1.58361661330723	40.6023657369813	0.049514887237301
